id_Siniestro; Importe pagado ;Estado;Fecha Siniestro;Mes;Año;Unidad de Negocio;Id_PAS;Localidad de Ocurrencia;CP;Provincia;Marca;Modelo;Versión;Año;Suma Asegurada
4595;$ 772.200,00;CERRADO;6/9/2023;Septiembre;2023;La Plata;82;LISANDRO OLMOS;1901;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2022;$ 643.500,00
4468;$ 772.800,00;CERRADO;28/8/2023;Agosto;2023;Rosario;1321;ROSARIO;2000;Santa Fe;HONDA;BUSINESS;WAVE  110S C/D;2022;$ 692.000,00
9160;$ 772.889,30;CERRADO;23/4/2024;Abril;2024;Cordoba;1105;ARGUELLO;5147;Cordoba;KELLER;STREET;KN110-8;2021;$ 689.000,00
2195;$ 773.149,00;CERRADO;23/2/2023;Febrero;2023;Buenos Aires;934;BOEDO AVDA. 1-400;1206;C.A. de Buenos Aires;BAJAJ;STREET;AVENGER 220 STREET;2017;$ 773.149,00
7178;$ 773.477,50;CERRADO;21/1/2024;Enero;2024;Buenos Aires;1922;GARIN;1619;Buenos Aires;HONDA;BUSINESS;WAVE  110;2014;$ 579.000,00
7954;$ 773.635,00;CERRADO;23/2/2024;Febrero;2024;Parana;2053;SANTA FE;3000;Santa Fe;GUERRERO;CUB;110 G DBA;2018;$ 621.000,00
3550;$ 774.098,40;CERRADO;22/6/2023;Junio;2023;Buenos Aires;1264;LA LONJA;1669;Buenos Aires;YAMAHA;STREET;125 YBR ED;2020;$ 640.000,00
8450;$ 774.472,00;CERRADO;18/3/2024;Marzo;2024;Mar del Plata;38;MAR DEL PLATA;7600;Buenos Aires;SUZUKI;STREET;EN   125 2A;2013;$ 592.000,00
1447;$ 774.634,00;CERRADO;18/12/2022;Diciembre;2022;Buenos Aires;273;MORENO;1740;Buenos Aires;HONDA;SPORT;CB  190R;2016;$ 649.142,00
3688;$ 774.720,00;CERRADO;4/7/2023;Julio;2023;Buenos Aires;1300;ROSARIO;2000;Santa Fe;YAMAHA;STREET;150 SZ RR 2.0;2020;$ 639.000,00
134;$ 774.872,00;CERRADO;27/6/2022;Junio;2022;Buenos Aires;26;LA MATANZA;1774;Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2021;$ 505.000,00
3372;$ 774.904,40;CERRADO;6/6/2023;Junio;2023;Buenos Aires;777;MORENO;1740;Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2016;$ 698.915,00
4349;$ 775.400,00;CERRADO;21/8/2023;Agosto;2023;La Plata;48;BERISSO;1923;Buenos Aires;MOTOMEL;STREET;150 S2 FULL DISCO ALEAC;2020;$ 713.820,00
1430;$ 775.817,00;CERRADO;17/12/2022;Diciembre;2022;Buenos Aires;96;EZPELETA;1882;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2019;$ 766.500,00
7406;$ 776.200,00;CERRADO;31/1/2024;Enero;2024;Buenos Aires;1968;SAN JUSTO;1754;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ AUTOMATICA;2023;$ 630.000,00
3325;$ 776.500,00;CERRADO;2/6/2023;Junio;2023;La Plata;203;LA PLATA;1900;Buenos Aires;ZANELLA;ON/OFF;ZR 250 GT;2020;$ 662.169,00
6039;$ 776.580,00;CERRADO;29/11/2023;Noviembre;2023;Buenos Aires;984;JOSE C. PAZ;1665;Buenos Aires;CORVEN;STREET;HUNTER  150 AD;2020;$ 629.000,00
7636;$ 776.889,30;CERRADO;10/2/2024;Febrero;2024;Cordoba;2012;LA CALERA (DPTO.COLON);5151;Cordoba;GILERA;CUB;110 SMASH VS;2021;$ 630.000,00
5055;$ 777.060,00;CERRADO;6/10/2023;Octubre;2023;Rosario;1050;ROSARIO;2000;Santa Fe;HONDA;BUSINESS;WAVE  110S C/D;2022;$ 622.800,00
6502;$ 777.202,00;CERRADO;21/12/2023;Diciembre;2023;La Plata;707;LA PLATA;1900;Buenos Aires;ZANELLA;CUB;ZB 110 Z1 FULL;2021;$ 607.500,00
9365;$ 777.389,30;CERRADO;3/5/2024;Mayo;2024;Cordoba;1105;ARGUELLO;5147;Cordoba;KELLER;STREET;KN110-8;2022;$ 693.500,00
2459;$ 777.407,90;CERRADO;15/3/2023;Marzo;2023;Buenos Aires;153;TRUJUI;1664;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2017;$ 738.500,00
8055;$ 777.442,00;CERRADO;28/2/2024;Febrero;2024;Buenos Aires;1305;GENERAL RODRIGUEZ;1748;Buenos Aires;ZANELLA;CUB;ZB 110 Z1 BASE;2022;$ 627.500,00
3469;$ 777.480,00;CERRADO;15/6/2023;Junio;2023;Mar del Plata;1134;MAR DEL PLATA ESTAFETA No.1;7600;Buenos Aires;HONDA;BUSINESS;CB    125 TWISTER;2023;$ 720.500,00
1018;$ 777.888,00;CERRADO;1/11/2022;Noviembre;2022;Buenos Aires;557;RAFAEL CALZADA;1847;Buenos Aires;BAJAJ;STREET;ROUSER  200 AS;2018;$ 659.026,00
1729;$ 778.082,00;CERRADO;13/1/2023;Enero;2023;Buenos Aires;695;BOULOGNE;1609;Buenos Aires;HONDA;ON OFF;XR  150 L;2022;$ 773.000,00
2593;$ 778.504,00;CERRADO;26/3/2023;Marzo;2023;Cordoba;1046;CORDOBA;5000;Cordoba;HONDA;BUSINESS;CG    150 TITAN;2019;$ 756.000,00
5159;$ 778.755,00;CERRADO;13/10/2023;Octubre;2023;Buenos Aires;18;TORTUGUITAS;1667;Buenos Aires;ZANELLA;STREET;RX  150 G3;2019;$ 590.000,00
4916;$ 779.524,00;CERRADO;27/9/2023;Septiembre;2023;USE;11;LA MATANZA;1774;Buenos Aires;SUZUKI;STREET;EN   125 2A;2016;$ 625.000,00
7252;$ 779.595,00;CERRADO;24/1/2024;Enero;2024;Buenos Aires;933;VILLA LOMA HERMOSA;1657;Buenos Aires;GILERA;CUB;110 SMASH TUNING;2021;$ 630.000,00
8273;$ 779.952,30;CERRADO;8/3/2024;Marzo;2024;USE;11;AVELLANEDA;1870;Buenos Aires;ZANELLA;CUB;DUE 110 CLASSIC RT;2022;$ 610.000,00
5787;$ 780.618,00;CERRADO;17/11/2023;Noviembre;2023;Buenos Aires;216;LANUS;1824;Buenos Aires;ZANELLA;CUB;ZB 110 RT NEW;2023;$ 741.000,00
4203;$ 781.343,10;CERRADO;10/8/2023;Agosto;2023;La Plata;383;BERISSO;1923;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2017;$ 745.500,00
7352;$ 901.000,00;CERRADO;29/1/2024;Enero;2024;USE;11;JOSE C. PAZ;1665;Buenos Aires;CORVEN;CUB;MIRAGE  110 RT;2023;$ 901.000,00
5334;$ 781.955,00;CERRADO;24/10/2023;Octubre;2023;Rosario;124;PABLO PODESTA;1657;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2022;$ 636.000,00
889;$ 782.200,00;CERRADO;13/10/2022;Octubre;2022;Mendoza;351;LAS HERAS;5539;Mendoza;HONDA;BUSINESS;CG    150 TITAN;2020;$ 692.679,00
1173;$ 782.388,00;CERRADO;19/11/2022;Noviembre;2022;Buenos Aires;281;TIGRE;1648;Buenos Aires;HONDA;SPORT;CB 250 TWISTER (CBX);2014;$ 756.512,00
612;$ 782.456,00;CERRADO;6/9/2022;Septiembre;2022;La Plata;384;LA PLATA;1900;Buenos Aires;HONDA;SPORT;CB 250 TWISTER (CBX);2012;$ 590.500,00
4290;$ 783.090,00;CERRADO;16/8/2023;Agosto;2023;Buenos Aires;199;SAN FERNANDO;1646;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2022;$ 643.500,00
7193;$ 783.192,00;CERRADO;22/1/2024;Enero;2024;Buenos Aires;1423;LOMAS DE ZAMORA;1832;Buenos Aires;CORVEN;CUB;ENERGY  110 AD;2023;$ 710.000,00
5971;$ 783.235,00;CERRADO;26/11/2023;Noviembre;2023;Buenos Aires;175;GONZALEZ CATAN;1759;Buenos Aires;ZANELLA;STREET;SAPUCAI 150 Z3 F;2021;$ 629.000,00
8684;$ 783.243,00;CERRADO;29/3/2024;Marzo;2024;Concepcion del Uruguay;513;GUALEGUAYCHU;2820;Entre Rios;CORVEN;CUB;ENERGY  110 RT;2019;$ 750.000,00
6456;$ 783.732,00;CERRADO;19/12/2023;Diciembre;2023;La Plata;384;LA PLATA;1900;Buenos Aires;GILERA;CUB;110 SMASH FULL;2022;$ 740.850,00
4951;$ 784.180,00;CERRADO;29/9/2023;Septiembre;2023;Mar del Plata;73;MAR DEL PLATA;7600;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2021;$ 610.500,00
2122;$ 784.250,00;CERRADO;16/2/2023;Febrero;2023;Buenos Aires;923;ISIDRO CASANOVA;1765;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2017;$ 780.086,00
5774;$ 784.955,00;CERRADO;16/11/2023;Noviembre;2023;USE;1470;NEUQUEN;8300;Neuquen;MONDIAL;STREET;150 RD H RT;2023;$ 638.500,00
6668;$ 785.142,00;CERRADO;29/12/2023;Diciembre;2023;Mar del Plata;1837;MAR DEL PLATA;7600;Buenos Aires;ZANELLA;CUB;ZB  110 AT;2023;$ 607.500,00
3830;$ 785.400,00;CERRADO;15/7/2023;Julio;2023;Buenos Aires;1291;VILLA LOMA HERMOSA;1657;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2022;$ 654.500,00
1944;$ 785.582,00;CERRADO;31/1/2023;Enero;2023;9 de julio (provincia de Bs.As);190;MORENO;1740;Buenos Aires;HONDA;SPORT;CBX 250 TWISTER;2019;$ 780.500,00
2735;$ 786.098,40;CERRADO;10/4/2023;Abril;2023;Buenos Aires;466;SAN FERNANDO;1646;Buenos Aires;BAJAJ;STREET;ROUSER  160 NS;2021;$ 650.000,00
1148;$ 786.109,00;CERRADO;16/11/2022;Noviembre;2022;Buenos Aires;36;LOMAS DE ZAMORA;1832;Buenos Aires;YAMAHA;STREET;150 FZ-SD;2021;$ 782.721,00
6584;$ 901.000,00;CERRADO;25/12/2023;Diciembre;2023;Buenos Aires;674;SAN JUSTO;1754;Buenos Aires;KELLER;STREET;KN110-8;2021;$ 901.000,00
3717;$ 786.480,00;CERRADO;6/7/2023;Julio;2023;Mar del Plata;1311;MAR DEL PLATA;7600;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2023;$ 726.000,00
8085;$ 787.152,30;CERRADO;29/2/2024;Febrero;2024;Buenos Aires;2024;TESEI;1688;Buenos Aires;CORVEN;CUB;MIRAGE  110 AD;2022;$ 616.000,00
9161;$ 787.203,00;CERRADO;23/4/2024;Abril;2024;La Plata;4;BERAZATEGUI;1884;Buenos Aires;MONDIAL;CUB;110 LD H S/D MAX;2020;$ 613.500,00
2151;$ 787.809,00;CERRADO;19/2/2023;Febrero;2023;Cordoba;53;CASEROS (PDO. 3 DE FEBRERO);1678;Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2018;$ 637.450,00
7872;$ 787.810,80;CERRADO;20/2/2024;Febrero;2024;Cordoba;937;SIN DETERMINAR;5014;Cordoba;ZANELLA;STREET;SAPUCAI 150 Z3;2018;$ 615.974,00
7334;$ 787.987,30;CERRADO;28/1/2024;Enero;2024;USE;8;ISIDRO CASANOVA;1765;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2020;$ 593.000,00
4743;$ 788.000,00;CERRADO;15/9/2023;Septiembre;2023;Buenos Aires;122;BARRIO SAN CARLOS;1765;Buenos Aires;SUZUKI;-;AN 125;2014;$ 717.000,00
5620;$ 788.370,00;CERRADO;8/11/2023;Noviembre;2023;Neuquen;702;NEUQUEN;8300;Neuquen;ZANELLA;STREET;HOT     90 G2;2023;$ 638.825,00
4220;$ 788.500,00;CERRADO;11/8/2023;Agosto;2023;Buenos Aires;537;C.A.B.A.;1000;C.A. de Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2023;$ 716.000,00
2816;$ 788.634,00;CERRADO;17/4/2023;Abril;2023;Buenos Aires;327;VILLA BOSCH;1682;Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2015;$ 700.000,00
4864;$ 788.716,50;CERRADO;23/9/2023;Septiembre;2023;Rosario;1528;SAN LORENZO;2200;Santa Fe;HONDA;BUSINESS;WAVE  110S NEW BASE;2022;$ 643.500,00
9306;$ 789.158,00;CERRADO;30/4/2024;Abril;2024;Mar del Plata;2240;MAR DEL PLATA;7600;Buenos Aires;CORVEN;CUB;ENERGY  110 AD;2020;$ 670.000,00
3886;$ 789.360,00;CERRADO;19/7/2023;Julio;2023;Mendoza;669;MENDOZA;5500;Mendoza;HONDA;BUSINESS;WAVE  110S C/D;2023;$ 740.500,00
4650;$ 790.000,00;CERRADO;10/9/2023;Septiembre;2023;Buenos Aires;69;LA PLATA AVDA. 2201-3000;1437;C.A. de Buenos Aires;BAJAJ;STREET;ROUSER 125 NS;2021;$ 726.000,00
7844;$ 790.200,00;CERRADO;19/2/2024;Febrero;2024;9 de julio (provincia de Bs.As);47;GENERAL RODRIGUEZ;1748;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ FULL;2016;$ 764.782,00
3357;$ 790.898,40;CERRADO;5/6/2023;Junio;2023;San Nicolas;1230;SAN ANTONIO DE ARECO;2760;Buenos Aires;HONDA;ON OFF;XR  150 L;2017;$ 654.000,00
2237;$ 791.848,40;CERRADO;27/2/2023;Febrero;2023;Buenos Aires;177;HURLINGHAM;1686;Buenos Aires;BAJAJ;STREET;ROUSER  200 AS;2016;$ 770.000,00
5254;$ 791.870,00;CERRADO;19/10/2023;Octubre;2023;Cordoba;582;CORDOBA;5000;Cordoba;BRAVA;ENDURO;TEXANA  250 HS;2021;$ 616.000,00
2673;$ 792.098,40;CERRADO;3/4/2023;Abril;2023;La Plata;108;BERAZATEGUI;1884;Buenos Aires;BAJAJ;STREET;ROUSER  160 NS;2022;$ 681.500,00
4390;$ 792.155,00;CERRADO;24/8/2023;Agosto;2023;Buenos Aires;1076;INGENIERO PABLO NOGUES;1613;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2022;$ 644.500,00
8665;$ 1.071.875,00;CERRADO;28/3/2024;Marzo;2024;Buenos Aires;497;LOMAS DE ZAMORA;1832;Buenos Aires;KELLER;STREET;KN110-8;2020;$ 1.071.875,00
5905;$ 793.070,00;CERRADO;23/11/2023;Noviembre;2023;Cordoba;1718;CORDOBA;5000;Cordoba;HONDA;BUSINESS;WAVE  110S C/D;2018;$ 617.000,00
5659;$ 794.355,00;CERRADO;10/11/2023;Noviembre;2023;Mar del Plata;1664;MAR DEL PLATA;7600;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2020;$ 626.000,00
7076;$ 794.442,00;CERRADO;17/1/2024;Enero;2024;Buenos Aires;683;LIBERTAD;1716;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2020;$ 647.500,00
6698;$ 794.642,00;CERRADO;30/12/2023;Diciembre;2023;Cordoba;536;CORDOBA;5000;Cordoba;GILERA;CUB;110 SMASH FULL;2022;$ 673.500,00
7522;$ 795.084,00;CERRADO;5/2/2024;Febrero;2024;Cordoba;1990;CORDOBA;5000;Cordoba;CORVEN;CUB;ENERGY  110 AD;2023;$ 622.500,00
4560;$ 795.681,00;CERRADO;3/9/2023;Septiembre;2023;USE;11;BAHIA BLANCA;8000;Buenos Aires;HONDA;ON OFF;XR  125 L;2014;$ 627.000,00
5972;$ 795.842,00;CERRADO;26/11/2023;Noviembre;2023;Cordoba;1730;LANUS OESTE;1824;Buenos Aires;GILERA;BUSINESS;125 SMASH X;2021;$ 594.000,00
2387;$ 796.098,40;CERRADO;10/3/2023;Marzo;2023;Buenos Aires;995;EL JAGUEL (PDO. ESTEBAN ECHEVERRIA);1842;Buenos Aires;BAJAJ;STREET;ROUSER  200 AS;2019;$ 790.000,00
9128;$ 796.274,20;CERRADO;21/4/2024;Abril;2024;La Plata;387;BERISSO;1923;Buenos Aires;KELLER;STREET;KN110-8;2021;$ 689.000,00
3643;$ 796.290,00;CERRADO;30/6/2023;Junio;2023;Buenos Aires;964;LUIS GUILLON;1838;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2022;$ 654.500,00
4242;$ 796.357,00;CERRADO;13/8/2023;Agosto;2023;Rosario;99;ROSARIO;2000;Santa Fe;HONDA;BUSINESS;WAVE  110S NEW BASE;2022;$ 616.000,00
4500;$ 796.365,00;CERRADO;30/8/2023;Agosto;2023;Buenos Aires;818;JOSE C. PAZ;1665;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2023;$ 716.000,00
5810;$ 796.380,00;CERRADO;18/11/2023;Noviembre;2023;Buenos Aires;1692;CONDARCO 3501-6200;1419;C.A. de Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2022;$ 645.500,00
4432;$ 796.600,00;CERRADO;26/8/2023;Agosto;2023;Rosario;441;ROSARIO;2000;Santa Fe;HONDA;BUSINESS;WAVE  110S NEW BASE;2022;$ 643.500,00
6346;$ 796.792,00;CERRADO;14/12/2023;Diciembre;2023;USE;11;HURLINGHAM;1686;Buenos Aires;MOTOMEL;STREET;150 S2;2016;$ 730.000,00
7318;$ 797.571,00;CERRADO;27/1/2024;Enero;2024;La Plata;384;LA PLATA;1900;Buenos Aires;ZANELLA;ON/OFF;ZR 150  L/18;2018;$ 675.000,00
6059;$ 797.670,00;CERRADO;30/11/2023;Noviembre;2023;Buenos Aires;194;MELINCUE 2401-5300;1417;C.A. de Buenos Aires;KELLER;STREET;KN110-8;2022;$ 646.500,00
4412;$ 797.905,00;CERRADO;25/8/2023;Agosto;2023;Rosario;1449;ROSARIO;2000;Santa Fe;HONDA;BUSINESS;WAVE  110S NEW BASE;2022;$ 643.500,00
2358;$ 798.000,00;CERRADO;8/3/2023;Marzo;2023;Buenos Aires;983;TIGRE;1648;Buenos Aires;HONDA;ON OFF;XR  150 L;2022;$ 798.000,00
8514;$ 798.000,00;CERRADO;21/3/2024;Marzo;2024;Buenos Aires;405;FLORENCIO VARELA;1888;Buenos Aires;MONDIAL;CUB;110 LD L;2023;$ 798.000,00
5087;$ 798.180,00;CERRADO;8/10/2023;Octubre;2023;Buenos Aires;1180;URQUIZA GRAL. 1201-2300;1243;C.A. de Buenos Aires;HONDA;BUSINESS;CB    125 TWISTER;2020;$ 647.000,00
8637;$ 1.578.000,00;CERRADO;27/3/2024;Marzo;2024;Buenos Aires;1634;PABLO PODESTA;1657;Buenos Aires;KELLER;STREET;KN110-8;2022;$ 1.578.000,00
8056;$ 1.072.000,00;CERRADO;28/2/2024;Febrero;2024;Buenos Aires;2064;LANUS OESTE;1824;Buenos Aires;KELLER;STREET;KN110-8;2020;$ 1.072.000,00
3017;$ 798.504,00;CERRADO;4/5/2023;Mayo;2023;Cordoba;1152;CORDOBA;5000;Cordoba;HONDA;BUSINESS;CG    150 TITAN;2017;$ 775.500,00
2023;$ 799.000,00;CERRADO;9/2/2023;Febrero;2023;Mendoza;894;LUZURIAGA;5513;Mendoza;HONDA;BUSINESS;CG    150 TITAN;2019;$ 777.000,00
4689;$ 799.004,00;CERRADO;12/9/2023;Septiembre;2023;Cordoba;1493;CORDOBA;5000;Cordoba;YAMAHA;STREET;125 YBR ED;2014;$ 776.000,00
7523;$ 799.126,00;CERRADO;5/2/2024;Febrero;2024;La Plata;1991;LA PLATA;1900;Buenos Aires;ZANELLA;CUB;ZB 110 AT NEW;2022;$ 752.034,00
3999;$ 799.557,00;CERRADO;27/7/2023;Julio;2023;Buenos Aires;892;AMENABAR 1801-2900;1428;C.A. de Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2022;$ 654.500,00
4075;$ 799.800,00;CERRADO;1/8/2023;Agosto;2023;Buenos Aires;250;PASO DEL REY;1742;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2022;$ 666.500,00
1085;$ 799.914,00;CERRADO;9/11/2022;Noviembre;2022;Buenos Aires;145;GRAND BOURG;1615;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2018;$ 796.526,00
2152;$ 799.920,00;CERRADO;19/2/2023;Febrero;2023;Cordoba;3;CORDOBA;5000;Cordoba;BAJAJ;STREET;ROUSER  200 AS;2017;$ 781.000,00
7524;$ 800.635,00;CERRADO;5/2/2024;Febrero;2024;Buenos Aires;1992;CASTELAR;1712;Buenos Aires;ZANELLA;CUB;ZB  110 AT;2021;$ 643.500,00
8862;$ 811.000,00;CERRADO;7/4/2024;Abril;2024;Buenos Aires;1072;BERAZATEGUI;1884;Buenos Aires;MONDIAL;CUB;110 LD S;2023;$ 811.000,00
4553;$ 801.160,80;CERRADO;2/9/2023;Septiembre;2023;USE;11;TERRERO 3101-3300;1417;C.A. de Buenos Aires;HONDA;BUSINESS;CB    125 TWISTER;2021;$ 649.000,00
3782;$ 801.273,65;CERRADO;11/7/2023;Julio;2023;Buenos Aires;764;C.A.B.A.;1000;C.A. de Buenos Aires;HONDA;BUSINESS;CB    125 TWISTER;2022;$ 648.000,00
9726;$ 801.690,30;CERRADO;21/5/2024;Mayo;2024;Cordoba;1918;CORDOBA;5000;Cordoba;BRAVA;STREET;NEVADA  110;2020;$ 590.000,00
8943;$ 801.761,30;CERRADO;11/4/2024;Abril;2024;Buenos Aires;1072;MORON;1708;Buenos Aires;MONDIAL;CUB;110 LD S;2021;$ 739.000,00
5169;$ 801.824,00;CERRADO;14/10/2023;Octubre;2023;Buenos Aires;870;HAEDO;1706;Buenos Aires;ZANELLA;ON/OFF;ZR 150 OHC;2018;$ 559.335,00
7658;$ 1.407.500,00;CERRADO;11/2/2024;Febrero;2024;USE;11;MERLO;1722;Buenos Aires;KELLER;STREET;KN110-8;2021;$ 1.407.500,00
2249;$ 803.048,40;CERRADO;28/2/2023;Febrero;2023;Buenos Aires;950;GERLI (PDO. LANUS);1824;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2018;$ 724.500,00
3566;$ 803.498,40;CERRADO;23/6/2023;Junio;2023;Buenos Aires;1142;MORENO;1740;Buenos Aires;HONDA;BUSINESS;GLH 150;2022;$ 664.500,00
4265;$ 803.980,00;CERRADO;14/8/2023;Agosto;2023;Mar del Plata;239;MAR DEL PLATA;7600;Buenos Aires;MOTOMEL;ON OFF;150 SKUA CX;2022;$ 778.908,00
8531;$ 804.000,00;CERRADO;22/3/2024;Marzo;2024;Buenos Aires;943;GENERAL RODRIGUEZ;1748;Buenos Aires;CORVEN;CUB;ENERGY  110 RT;2022;$ 670.000,00
6669;$ 804.235,00;CERRADO;29/12/2023;Diciembre;2023;La Plata;395;BERAZATEGUI;1884;Buenos Aires;KELLER;STREET;KN110-8;2022;$ 646.500,00
4651;$ 804.290,00;CERRADO;10/9/2023;Septiembre;2023;Cordoba;111;CORDOBA;5000;Cordoba;HONDA;BUSINESS;WAVE  110S NEW BASE;2022;$ 644.500,00
2826;$ 804.598,40;CERRADO;18/4/2023;Abril;2023;Buenos Aires;1111;MORENO;1740;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2017;$ 706.000,00
4917;$ 804.642,40;CERRADO;27/9/2023;Septiembre;2023;Buenos Aires;902;AVELLANEDA;1870;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2021;$ 659.000,00
3415;$ 805.200,00;CERRADO;10/6/2023;Junio;2023;Buenos Aires;1244;PORTELA 1-1900;1406;C.A. de Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2015;$ 671.000,00
3689;$ 805.360,80;CERRADO;4/7/2023;Julio;2023;USE;11;MORON;1708;Buenos Aires;MOTOMEL;ENDURO;150 SKUA V6;2022;$ 751.525,00
7120;$ 805.595,50;CERRADO;19/1/2024;Enero;2024;USE;11;PILAR;1629;Buenos Aires;KELLER;STREET;KN110-8;2021;$ 721.000,00
2074;$ 806.134,00;CERRADO;13/2/2023;Febrero;2023;Buenos Aires;771;VILLA BOSCH;1682;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2019;$ 766.500,00
2226;$ 806.393,40;CERRADO;26/2/2023;Febrero;2023;Buenos Aires;945;LANUS ESTAFETA No.1;1824;Buenos Aires;YAMAHA;TURISMO;150 FZ FI S;2020;$ 800.295,00
4933;$ 806.488,00;CERRADO;28/9/2023;Septiembre;2023;Cordoba;111;SALDAN;5149;Cordoba;HONDA;BUSINESS;WAVE  110S NEW BASE;2022;$ 643.500,00
8591;$ 806.500,00;CERRADO;25/3/2024;Marzo;2024;Buenos Aires;1303;ITUZAINGO (NO USAR);1714;C.A. de Buenos Aires;ZANELLA;CUB;ZB 110 RT NEW;2018;$ 806.500,00
6595;$ 807.000,00;CERRADO;26/12/2023;Diciembre;2023;Buenos Aires;1828;MERLO;1722;Buenos Aires;GILERA;CUB;110 SMASH VS;2023;$ 672.500,00
3270;$ 807.098,40;CERRADO;28/5/2023;Mayo;2023;Buenos Aires;1216;QUILMES;1878;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2013;$ 715.000,00
2426;$ 807.270,00;CERRADO;13/3/2023;Marzo;2023;La Plata;1002;LA PLATA;1900;Buenos Aires;YAMAHA;TURISMO;150 FZ FI S;2021;$ 723.500,00
3373;$ 807.405,00;CERRADO;6/6/2023;Junio;2023;La Plata;302;LOS HORNOS;1900;Buenos Aires;CORVEN;ENDURO;TRIAX   250 TXR L;2016;$ 642.000,00
4531;$ 808.200,00;CERRADO;1/9/2023;Septiembre;2023;San Francisco;321;LAS VARILLAS;5940;Cordoba;HONDA;BUSINESS;C 125 ES BIZ;2013;$ 673.500,00
7407;$ 808.435,00;CERRADO;31/1/2024;Enero;2024;Cordoba;1969;MERLO;1722;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2023;$ 650.000,00
7554;$ 808.435,00;CERRADO;6/2/2024;Febrero;2024;Parana;844;SANTA FE;3000;Santa Fe;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2023;$ 650.000,00
1281;$ 808.500,00;CERRADO;30/11/2022;Noviembre;2022;Parana;654;SANTO TOME;3016;Santa Fe;HONDA;BUSINESS;CG    150 TITAN;2020;$ 798.000,00
5377;$ 809.610,00;CERRADO;26/10/2023;Octubre;2023;Buenos Aires;861;C.A.B.A.;1000;C.A. de Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2019;$ 653.500,00
3841;$ 810.004,00;CERRADO;16/7/2023;Julio;2023;Cordoba;960;CORDOBA;5000;Cordoba;HONDA;BUSINESS;C BIZ 125 KS;2017;$ 684.500,00
7279;$ 810.019,50;CERRADO;25/1/2024;Enero;2024;Buenos Aires;1935;GRAND BOURG;1615;Buenos Aires;GILERA;BUSINESS;SMASH 110;2023;$ 665.185,00
8730;$ 810.043,00;CERRADO;31/3/2024;Marzo;2024;Buenos Aires;466;MORENO;1740;Buenos Aires;GILERA;TURISMO;150 VC;2017;$ 646.500,00
3657;$ 810.160,80;CERRADO;1/7/2023;Julio;2023;USE;11;HURLINGHAM;1686;Buenos Aires;YAMAHA;STREET;125 YBR Z;2018;$ 656.500,00
1819;$ 810.387,00;CERRADO;22/1/2023;Enero;2023;Buenos Aires;263;TAPALQUE 4901-7500;1440;C.A. de Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2021;$ 660.500,00
3492;$ 810.480,00;CERRADO;17/6/2023;Junio;2023;La Plata;218;LA PLATA;1900;Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2016;$ 668.800,00
4671;$ 810.516,50;CERRADO;11/9/2023;Septiembre;2023;Buenos Aires;711;MONTE CHINGOLO;1825;Buenos Aires;KELLER;STREET;150 STRATUS FULL;2022;$ 726.000,00
