id_Siniestro; Importe pagado ;Estado;Fecha Siniestro;Mes;Año;Unidad de Negocio;Id_PAS;Localidad de Ocurrencia;CP;Provincia;Marca;Modelo;Versión;Año;Suma Asegurada
2224;$ 565.349,40;CERRADO;26/2/2023;Febrero;2023;Buenos Aires;944;JOSE C. PAZ;1665;Buenos Aires;HONDA;BUSINESS;GLH 150;2021;$ 483.000,00
3204;$ 565.920,00;CERRADO;22/5/2023;Mayo;2023;Rosario;722;ROSARIO;2000;Santa Fe;HONDA;BUSINESS;WAVE  110S C/D;2020;$ 465.000,00
5692;$ 566.440,00;CERRADO;12/11/2023;Noviembre;2023;La Plata;970;LA PLATA;1900;Buenos Aires;KELLER;STREET;KN110-8;2021;$ 458.000,00
5657;$ 566.502,00;CERRADO;10/11/2023;Noviembre;2023;Buenos Aires;528;C.A.B.A.;1000;C.A. de Buenos Aires;CORVEN;CUB;MIRAGE  110 AD;2022;$ 449.000,00
6875;$ 566.503,00;CERRADO;8/1/2024;Enero;2024;Concepcion del Uruguay;1876;ARROYO SECO;2128;Santa Fe;GUERRERO;CUBS / BUSINNES;110 TRIP;2019;$ 525.000,00
2982;$ 566.504,00;CERRADO;30/4/2023;Abril;2023;Cordoba;265;CORDOBA;5000;Cordoba;BENELLI;STREET;TNT 150;2020;$ 543.500,00
1997;$ 566.582,00;CERRADO;6/2/2023;Febrero;2023;Buenos Aires;254;MARTINEZ;1640;Buenos Aires;KYMCO;SCOOTER;LIKE 125;2017;$ 537.302,00
1410;$ 566.835,00;CERRADO;15/12/2022;Diciembre;2022;La Plata;690;LA PLATA AVDA. 1001-2200;1250;C.A. de Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2015;$ 553.000,00
4238;$ 567.000,00;CERRADO;13/8/2023;Agosto;2023;9 de julio (provincia de Bs.As);287;LUJAN;6700;Buenos Aires;ZANELLA;SCOOTER;STYLER 150 EXCLUSIVE Z3;2019;$ 516.000,00
4499;$ 567.208,40;CERRADO;30/8/2023;Agosto;2023;Cordoba;78;TRISTAN SUAREZ;1806;Buenos Aires;YAMAHA;STREET;125 YBR ED;2013;$ 510.100,00
5807;$ 567.235,00;CERRADO;18/11/2023;Noviembre;2023;Buenos Aires;277;SAN JUSTO;1754;Buenos Aires;CORVEN;CUB;MIRAGE  110 AD;2022;$ 449.000,00
3594;$ 567.504,00;CERRADO;26/6/2023;Junio;2023;Cordoba;226;SIN DETERMINAR;5014;Cordoba;HONDA;BUSINESS;WAVE  110S NEW BASE;2019;$ 517.000,00
3031;$ 567.698,40;CERRADO;5/5/2023;Mayo;2023;La Plata;869;QUILMES;1878;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2021;$ 432.000,00
4135;$ 567.729,00;CERRADO;5/8/2023;Agosto;2023;Cordoba;876;CORDOBA;5000;Cordoba;YAMAHA;STREET;125 YBR ED;2013;$ 448.000,00
3799;$ 567.865,00;CERRADO;13/7/2023;Julio;2023;Buenos Aires;674;ISIDRO CASANOVA;1765;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2022;$ 431.000,00
1205;$ 568.147,00;CERRADO;23/11/2022;Noviembre;2022;Buenos Aires;80;VILLA CELINA;1771;Buenos Aires;YAMAHA;TURISMO;160 FZ FI;2019;$ 563.065,00
4486;$ 568.877,30;CERRADO;29/8/2023;Agosto;2023;USE;8;MORON;1708;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2022;$ 474.000,00
3040;$ 569.040,00;CERRADO;6/5/2023;Mayo;2023;Buenos Aires;1159;SARANDI;1872;Buenos Aires;HONDA;BUSINESS;CB    125 TWISTER;2019;$ 470.000,00
5476;$ 569.104,00;CERRADO;31/10/2023;Octubre;2023;USE;11;ITUZAINGO;3302;Buenos Aires;ZANELLA;STREET;DUE 110 CLASSIC G2;2023;$ 431.500,00
5879;$ 569.244,00;CERRADO;22/11/2023;Noviembre;2023;Buenos Aires;263;MERLO;1722;Buenos Aires;BRAVA;STREET;NEVADA  110;2021;$ 452.500,00
2647;$ 569.848,40;CERRADO;31/3/2023;Marzo;2023;Buenos Aires;435;SANTOS TESEI;1688;Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2015;$ 512.500,00
5401;$ 570.405,00;CERRADO;27/10/2023;Octubre;2023;Buenos Aires;325;FERNANDEZ MORENO BALDOMERO 1101-3500;1406;C.A. de Buenos Aires;HONDA;BUSINESS;WAVE  110;2018;$ 501.500,00
3388;$ 571.257,50;CERRADO;7/6/2023;Junio;2023;Buenos Aires;541;RAMOS MEJIA;1704;Buenos Aires;SUZUKI;STREET;AX 100;2023;$ 519.325,00
5880;$ 571.380,00;CERRADO;22/11/2023;Noviembre;2023;La Plata;262;LA PLATA;1900;Buenos Aires;KELLER;STREET;KN110-8;2021;$ 458.000,00
4311;$ 571.380,00;CERRADO;18/8/2023;Agosto;2023;Mendoza;662;MENDOZA;5500;Mendoza;YAMAHA;STREET;110 NEW CRYPTON;2014;$ 434.500,00
2691;$ 571.898,40;CERRADO;5/4/2023;Abril;2023;Buenos Aires;695;JOSE LEON SUAREZ;1655;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2023;$ 471.500,00
1835;$ 572.082,00;CERRADO;23/1/2023;Enero;2023;Buenos Aires;835;PRESIDENTE DERQUI;1635;Buenos Aires;YAMAHA;TURISMO;160 FZ FI;2016;$ 567.000,00
2048;$ 573.000,00;CERRADO;11/2/2023;Febrero;2023;Buenos Aires;186;FALCON RAMON L. CNEL. 5401-7300;1408;C.A. de Buenos Aires;BENELLI;STREET;TNT 150;2020;$ 477.500,00
3547;$ 573.500,00;CERRADO;22/6/2023;Junio;2023;Buenos Aires;870;HURLINGHAM;1686;Buenos Aires;KELLER;STREET;KN110-8;2021;$ 470.940,00
5716;$ 573.650,00;CERRADO;13/11/2023;Noviembre;2023;Neuquen;702;SENILLOSA;8316;Neuquen;MONDIAL;CUB;110 LD H S/D MAX;2023;$ 515.264,00
4425;$ 574.100,00;CERRADO;26/8/2023;Agosto;2023;La Plata;397;LA PLATA;1900;Buenos Aires;ZANELLA;CUB;ZB 110 D RAYOS;2019;$ 464.000,00
4136;$ 574.290,00;CERRADO;5/8/2023;Agosto;2023;Buenos Aires;541;C.A.B.A.;1000;C.A. de Buenos Aires;KELLER;STREET;150 STRATUS FULL;2023;$ 469.500,00
4801;$ 574.380,00;CERRADO;19/9/2023;Septiembre;2023;Mendoza;1001;MENDOZA;5500;Mendoza;YAMAHA;STREET;110 NEW CRYPTON;2013;$ 437.000,00
2290;$ 574.420,00;CERRADO;3/3/2023;Marzo;2023;Cordoba;266;CORDOBA;5000;Cordoba;BAJAJ;STREET;ROUSER  200 NS;2014;$ 555.500,00
2070;$ 574.548,00;CERRADO;13/2/2023;Febrero;2023;Buenos Aires;352;LANUS;1824;Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2018;$ 569.466,00
4184;$ 574.598,40;CERRADO;9/8/2023;Agosto;2023;Buenos Aires;81;GERLI (PDO. AVELLANEDA);1870;Buenos Aires;ZANELLA;SCOOTER;STYLER 150 EXCLUSIVE Z3;2018;$ 516.000,00
5292;$ 574.955,00;CERRADO;21/10/2023;Octubre;2023;Buenos Aires;1601;GARIN;1619;Buenos Aires;CORVEN;CUB;MIRAGE  110 AD;2019;$ 463.500,00
8136;$ 574.995,00;CERRADO;2/3/2024;Marzo;2024;USE;66;CASTELAR;1712;Buenos Aires;ZANELLA;CUB;ZB 110 Z1 BASE;2017;$ 459.500,00
2549;$ 575.098,40;CERRADO;23/3/2023;Marzo;2023;Buenos Aires;772;FRANCISCO ALVAREZ;1746;Buenos Aires;HONDA;BUSINESS;GLH 150;2023;$ 569.000,00
656;$ 575.986,65;CERRADO;13/9/2022;Septiembre;2022;9 de julio (provincia de Bs.As);190;JOSE C. PAZ;1665;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2018;$ 558.000,00
3205;$ 576.600,00;CERRADO;22/5/2023;Mayo;2023;Buenos Aires;1083;MORENO;1740;Buenos Aires;YAMAHA;STREET;125 YBR E;2016;$ 480.500,00
3995;$ 576.760,80;CERRADO;27/7/2023;Julio;2023;USE;11;TEMPERLEY;1834;Buenos Aires;MOTOMEL;ON OFF;150 SKUA CX;2018;$ 462.000,00
5837;$ 576.803,30;CERRADO;20/11/2023;Noviembre;2023;Buenos Aires;492;MARIANO ACOSTA;1723;Buenos Aires;GILERA;CUB;110 SMASH FULL;2022;$ 426.941,00
4348;$ 576.950,00;CERRADO;21/8/2023;Agosto;2023;Buenos Aires;1083;JOSE C. PAZ;1665;Buenos Aires;HERO;STREET;HUNK 150;2018;$ 524.500,00
1667;$ 577.050,00;CERRADO;6/1/2023;Enero;2023;Mar del Plata;776;MAR DEL PLATA;7600;Buenos Aires;HONDA;ON OFF;XR  150 L;2016;$ 513.000,00
2724;$ 578.082,00;CERRADO;9/4/2023;Abril;2023;Buenos Aires;284;SARANDI;1872;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2022;$ 509.450,00
2085;$ 578.098,40;CERRADO;14/2/2023;Febrero;2023;Buenos Aires;466;MORENO;1740;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2022;$ 477.500,00
4426;$ 578.516,50;CERRADO;26/8/2023;Agosto;2023;Rosario;124;C.A.B.A.;1000;C.A. de Buenos Aires;KELLER;STREET;KN110-8;2023;$ 468.500,00
6592;$ 578.552,50;CERRADO;26/12/2023;Diciembre;2023;Buenos Aires;158;SAN ANDRES;1651;Buenos Aires;GILERA;CUB;110 SMASH FULL;2021;$ 491.500,00
2291;$ 578.582,00;CERRADO;3/3/2023;Marzo;2023;Buenos Aires;964;BARRIO A.T.E.;1804;Buenos Aires;YAMAHA;TURISMO;160 FZ FI;2017;$ 573.500,00
4018;$ 579.434,90;CERRADO;28/7/2023;Julio;2023;Buenos Aires;199;JOSE LEON SUAREZ;1655;Buenos Aires;ZANELLA;CUB;ZB 110 RT NEW;2023;$ 443.500,00
4166;$ 579.500,00;CERRADO;8/8/2023;Agosto;2023;Buenos Aires;624;HURLINGHAM;1686;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2020;$ 577.500,00
6583;$ 579.560,20;CERRADO;25/12/2023;Diciembre;2023;Buenos Aires;117;CAMPANA;2804;Buenos Aires;ZANELLA;CUB;ZB 110 D RAYOS;2017;$ 459.271,00
9669;$ 579.643,00;CERRADO;18/5/2024;Mayo;2024;Parana;2053;SANTA FE;3000;Santa Fe;APPIA;CUB;110 CITIPLUS;2018;$ 454.500,00
5420;$ 579.790,00;CERRADO;28/10/2023;Octubre;2023;Cordoba;111;CORDOBA;5000;Cordoba;BRAVA;STREET;NEVADA  125;2021;$ 499.000,00
5808;$ 579.994,00;CERRADO;18/11/2023;Noviembre;2023;USE;11;MONTE GRANDE;1842;Buenos Aires;ZANELLA;STREET;DUE 110 CLASSIC G2;2023;$ 431.500,00
6593;$ 580.351,00;CERRADO;26/12/2023;Diciembre;2023;Buenos Aires;1483;JOSE C. PAZ;1665;Buenos Aires;CORVEN;CUB;MIRAGE  110 AD;2017;$ 420.000,00
3764;$ 580.800,00;CERRADO;10/7/2023;Julio;2023;Buenos Aires;1320;JOSE C. PAZ;1665;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2022;$ 528.000,00
3982;$ 580.960,80;CERRADO;26/7/2023;Julio;2023;Buenos Aires;1367;RAFAEL CASTILLO;1755;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ TUNNING;2020;$ 465.500,00
6343;$ 580.980,00;CERRADO;14/12/2023;Diciembre;2023;Buenos Aires;1086;LAS FLORES;7200;Cordoba;GILERA;CUB;110 SMASH FULL;2020;$ 466.000,00
3269;$ 581.004,00;CERRADO;28/5/2023;Mayo;2023;Cordoba;111;CORDOBA;5000;Cordoba;HONDA;BUSINESS;WAVE  110S NEW BASE;2022;$ 465.000,00
1931;$ 581.250,00;CERRADO;30/1/2023;Enero;2023;Mendoza;264;MENDOZA;5500;Mendoza;BAJAJ;STREET;ROUSER 220;2013;$ 569.250,00
6418;$ 581.299,00;CERRADO;17/12/2023;Diciembre;2023;USE;11;MERLO;1722;Buenos Aires;JIANSHE;-;JS 125 6B;2017;$ 518.500,00
3616;$ 582.000,00;CERRADO;28/6/2023;Junio;2023;Buenos Aires;1281;ZARATE;2800;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2019;$ 485.000,00
941;$ 582.289,00;CERRADO;20/10/2022;Octubre;2022;Cordoba;526;CORDOBA;5000;Cordoba;HONDA;BUSINESS;CG    150 TITAN;2013;$ 569.830,00
6997;$ 582.442,00;CERRADO;13/1/2024;Enero;2024;Buenos Aires;1080;SAN MARTIN (PDO. GRAL. SAN MAR;1650;Buenos Aires;ZANELLA;STREET;RX 150 R;2015;$ 512.422,00
7249;$ 582.569,00;CERRADO;24/1/2024;Enero;2024;Mendoza;573;LAS HERAS;5539;Mendoza;ZANELLA;STREET;DUE 110 CLASSIC G2;2018;$ 425.000,00
6057;$ 582.680,00;CERRADO;30/11/2023;Noviembre;2023;USE;11;LA PLATA;1900;Buenos Aires;BRAVA;STREET;NEVADA  110;2021;$ 452.500,00
6876;$ 583.000,00;CERRADO;8/1/2024;Enero;2024;Buenos Aires;215;FLORENCIO VARELA;1888;Buenos Aires;CORVEN;CUB;ENERGY  110 RT;2021;$ 525.000,00
1547;$ 583.082,00;CERRADO;25/12/2022;Diciembre;2022;Buenos Aires;263;OLIDEN 1001-2800;1440;C.A. de Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2013;$ 578.000,00
6391;$ 583.235,00;CERRADO;16/12/2023;Diciembre;2023;Mendoza;1794;GODOY CRUZ;5501;Mendoza;CORVEN;CUB;ENERGY  110 RT;2020;$ 428.500,00
3121;$ 583.404,00;CERRADO;13/5/2023;Mayo;2023;USE;11;CORDOBA;5000;Cordoba;YAMAHA;STREET;125 YBR R;2017;$ 467.000,00
3765;$ 583.680,00;CERRADO;10/7/2023;Julio;2023;Rosario;1321;ROSARIO;2000;Santa Fe;HONDA;BUSINESS;WAVE  110;2019;$ 468.500,00
7250;$ 583.800,00;CERRADO;24/1/2024;Enero;2024;Buenos Aires;499;GONZALEZ CATAN;1759;Buenos Aires;HONDA;BUSINESS;WAVE  100 NF SD;2012;$ 486.500,00
2784;$ 583.898,40;CERRADO;14/4/2023;Abril;2023;Buenos Aires;1102;BURZACO;1852;Buenos Aires;HONDA;BUSINESS;CG    150 ESD;2013;$ 481.500,00
2634;$ 584.098,40;CERRADO;30/3/2023;Marzo;2023;Buenos Aires;983;GRAND BOURG;1615;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2013;$ 578.000,00
4371;$ 585.390,00;CERRADO;23/8/2023;Agosto;2023;Buenos Aires;1180;C.A.B.A.;1000;C.A. de Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2023;$ 574.750,00
1084;$ 585.788,00;CERRADO;9/11/2022;Noviembre;2022;Buenos Aires;18;LOS POLVORINES;1613;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2017;$ 448.000,00
7552;$ 585.838,00;CERRADO;6/2/2024;Febrero;2024;Buenos Aires;18;LOS POLVORINES;1613;Buenos Aires;ZANELLA;STREET;DUE 110 CLASSIC G2;2019;$ 467.830,00
4548;$ 586.176,95;CERRADO;2/9/2023;Septiembre;2023;Buenos Aires;15;ITUZAINGO;3302;Buenos Aires;MOTOMEL;BUSINESS;110 DLX DELUXE;2021;$ 466.000,00
4885;$ 586.355,00;CERRADO;25/9/2023;Septiembre;2023;Buenos Aires;1098;QUILMES;1878;Buenos Aires;MONDIAL;CUB;110 LD H C/D MAX;2023;$ 473.000,00
3244;$ 586.820,00;CERRADO;26/5/2023;Mayo;2023;La Plata;1210;LA PLATA;1900;Buenos Aires;HONDA;BUSINESS;C 125 ES BIZ;2013;$ 479.500,00
3413;$ 586.898,40;CERRADO;10/6/2023;Junio;2023;Buenos Aires;1243;MORENO;1740;Buenos Aires;YAMAHA;STREET;125 YBR ED;2015;$ 484.000,00
2966;$ 587.098,40;CERRADO;29/4/2023;Abril;2023;Buenos Aires;824;SAN FRANCISCO SOLANO;1881;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2022;$ 581.000,00
3563;$ 587.190,00;CERRADO;23/6/2023;Junio;2023;Buenos Aires;661;CIUDAD EVITA;1778;Buenos Aires;HERO;STREET;HUNK 150 SPORTS;2018;$ 489.325,00
5735;$ 587.202,00;CERRADO;14/11/2023;Noviembre;2023;Buenos Aires;1088;CUARTEL V;1740;Buenos Aires;BRAVA;CUBS;NEVADA  110 R/D;2022;$ 559.500,00
7191;$ 587.242,00;CERRADO;22/1/2024;Enero;2024;Neuquen;314;CIPOLLETTI;8324;Rio Negro;ZANELLA;ENDURO;ZR 150;2017;$ 469.000,00
4964;$ 587.637,00;CERRADO;30/9/2023;Septiembre;2023;Buenos Aires;936;C.A.B.A.;1000;C.A. de Buenos Aires;MOTOMEL;ON OFF;150 SKUA CX;2013;$ 435.275,00
3952;$ 1.235.500,00;CERRADO;24/7/2023;Julio;2023;USE;11;LA TABLADA;1766;Buenos Aires;HONDA;ON OFF;XR  150 L;2023;$ 1.235.500,00
5674;$ 587.905,00;CERRADO;11/11/2023;Noviembre;2023;La Plata;316;BERISSO;1923;Buenos Aires;MONDIAL;CUB;110 LD S FULL;2022;$ 516.405,00
4849;$ 588.000,00;CERRADO;22/9/2023;Septiembre;2023;Buenos Aires;1524;LOMAS DE ZAMORA;1832;Buenos Aires;MOTOMEL;BUSINESS;110 DLX DELUXE;2022;$ 490.000,00
3256;$ 588.098,40;CERRADO;27/5/2023;Mayo;2023;Buenos Aires;519;MORENO;1740;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2019;$ 485.000,00
3180;$ 588.228,00;CERRADO;19/5/2023;Mayo;2023;Cordoba;1191;CORDOBA;5000;Cordoba;HONDA;BUSINESS;WAVE  110S NEW BASE;2021;$ 471.020,00
5501;$ 588.235,00;CERRADO;1/11/2023;Noviembre;2023;Mendoza;1632;MENDOZA;5500;Mendoza;HONDA;BUSINESS;WAVE  110;2014;$ 442.000,00
5546;$ 588.328,00;CERRADO;4/11/2023;Noviembre;2023;Buenos Aires;372;JOSE C. PAZ;1665;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2022;$ 473.000,00
872;$ 588.400,00;CERRADO;11/10/2022;Octubre;2022;Buenos Aires;140;VILLA SOLDATI;8000;Buenos Aires;BAJAJ;STREET;ROUSER  200 AS;2017;$ 488.000,00
174;$ 588.650,00;CERRADO;4/7/2022;Julio;2022;Mar del Plata;142;MAR DEL PLATA;7600;Buenos Aires;HONDA;ON OFF;XR  150 L;2019;$ 445.000,00
4372;$ 588.655,20;CERRADO;23/8/2023;Agosto;2023;Cordoba;586;CORDOBA;5000;Cordoba;ZANELLA;ON/OFF;ZR 150  L/18;2018;$ 471.376,00
1391;$ 589.600,00;CERRADO;13/12/2022;Diciembre;2022;Rosario;345;ROSARIO;2000;Santa Fe;HONDA;SCOOTER;ELITE 125;2014;$ 583.000,00
3489;$ 589.688,80;CERRADO;17/6/2023;Junio;2023;Cordoba;111;CORDOBA;5000;Cordoba;HONDA;BUSINESS;WAVE  110S NEW BASE;2023;$ 512.000,00
502;$ 589.800,00;CERRADO;20/8/2022;Agosto;2022;Parana;333;SANTA FE;3000;Santa Fe;KELLER;SCOOTER;250 JET MAX;2017;$ 587.000,00
3523;$ 589.890,00;CERRADO;20/6/2023;Junio;2023;Buenos Aires;1020;DOMINGO FAUSTINO SARMIENTO;1706;Buenos Aires;KELLER;STREET;KN110-8;2022;$ 482.500,00
3322;$ 590.110,80;CERRADO;2/6/2023;Junio;2023;USE;8;AVELLANEDA;1870;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2020;$ 512.500,00
6038;$ 590.580,00;CERRADO;29/11/2023;Noviembre;2023;USE;11;JOSE C. PAZ;1665;Buenos Aires;CORVEN;STREET;HUNTER  150 AD;2018;$ 474.000,00
2086;$ 590.848,40;CERRADO;14/2/2023;Febrero;2023;Buenos Aires;909;VILLA DE MAYO;1614;Buenos Aires;HONDA;ON OFF;XR  150 L;2015;$ 515.500,00
1296;$ 590.888,00;CERRADO;2/12/2022;Diciembre;2022;Buenos Aires;661;VILLA MADERO;1768;Buenos Aires;BAJAJ;STREET;ROUSER  200 NS;2015;$ 587.500,00
2149;$ 591.000,00;CERRADO;19/2/2023;Febrero;2023;Mendoza;858;VILLA NUEVA DE GUAYMALLEN;5521;Mendoza;HONDA;BUSINESS;GLH 150;2023;$ 569.000,00
3499;$ 591.160,80;CERRADO;18/6/2023;Junio;2023;USE;8;C.A.B.A.;1000;C.A. de Buenos Aires;BAJAJ;STREET;ROUSER 125 NS;2021;$ 474.000,00
8137;$ 591.484,00;CERRADO;2/3/2024;Marzo;2024;Cordoba;2077;CORDOBA;5000;Cordoba;APPIA;-;150 STRONGER;2013;$ 432.000,00
1429;$ 591.700,00;CERRADO;17/12/2022;Diciembre;2022;Mendoza;300;GUAYMALLEN;5528;Mendoza;BAJAJ;STREET;ROUSER  200 NS;2015;$ 587.500,00
1587;$ 592.082,00;CERRADO;28/12/2022;Diciembre;2022;Buenos Aires;624;HAEDO;1706;Buenos Aires;HONDA;ON OFF;XR  150 L RALLY;2018;$ 587.000,00
3014;$ 592.360,80;CERRADO;4/5/2023;Mayo;2023;Buenos Aires;327;ESCOBAR;1625;Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2023;$ 475.000,00
629;$ 592.459,00;CERRADO;8/9/2022;Septiembre;2022;Cordoba;392;LA CALERA (DPTO.COLON);5151;Cordoba;HONDA;ON OFF;XR  250  TORNADO;2011;$ 580.000,00
4373;$ 592.900,00;CERRADO;23/8/2023;Agosto;2023;La Plata;48;LA PLATA;1900;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ FULL;2015;$ 485.500,00
3839;$ 593.050,80;CERRADO;16/7/2023;Julio;2023;USE;11;LOMAS DE ZAMORA;1832;Buenos Aires;BAJAJ;STREET;ROUSER  180;2019;$ 466.500,00
2983;$ 593.098,40;CERRADO;30/4/2023;Abril;2023;Buenos Aires;1143;MERLO;1722;Buenos Aires;HONDA;BUSINESS;WAVE  110S C/D;2023;$ 587.000,00
6773;$ 593.279,00;CERRADO;3/1/2024;Enero;2024;Parana;549;SANTA FE;3000;Santa Fe;GILERA;CUB;110 SMASH FULL;2023;$ 474.031,00
3524;$ 593.300,00;CERRADO;20/6/2023;Junio;2023;La Plata;395;CITY BELL;1896;Buenos Aires;KELLER;STREET;KN110-8;2022;$ 482.500,00
4374;$ 593.420,00;CERRADO;23/8/2023;Agosto;2023;La Plata;203;LA PLATA;1900;Buenos Aires;ZANELLA;CUB;ZB 110 RT NEW;2023;$ 448.000,00
3703;$ 593.530,80;CERRADO;5/7/2023;Julio;2023;USE;11;ACHAVAL 201-953;1406;C.A. de Buenos Aires;HONDA;BUSINESS;WAVE  110S NEW BASE;2020;$ 466.900,00
697;$ 593.700,00;CERRADO;19/9/2022;Septiembre;2022;Mendoza;418;MENDOZA;5500;Mendoza;BAJAJ;STREET;ROUSER  200 NS;2018;$ 571.500,00
4449;$ 593.916,50;CERRADO;27/8/2023;Agosto;2023;La Plata;383;BERISSO;1923;Buenos Aires;CERRO;STREET;CE 150;2021;$ 563.500,00
6016;$ 594.045,60;CERRADO;28/11/2023;Noviembre;2023;Buenos Aires;177;MORON;1708;Buenos Aires;MONDIAL;CUB;110 LD H C/D MAX;2022;$ 474.383,00
4774;$ 594.500,00;CERRADO;17/9/2023;Septiembre;2023;Buenos Aires;255;MORON;1708;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ FULL;2017;$ 594.500,00
3354;$ 595.200,00;CERRADO;5/6/2023;Junio;2023;Buenos Aires;263;TRISTAN SUAREZ;1806;Buenos Aires;ZANELLA;ENDURO;ZR 200 OHC;2019;$ 496.000,00
220;$ 595.408,00;CERRADO;12/7/2022;Julio;2022;Buenos Aires;175;CAÑUELAS;1814;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2019;$ 493.350,00
1722;$ 595.500,00;CERRADO;12/1/2023;Enero;2023;La Plata;106;BERISSO;1923;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2013;$ 588.500,00
6877;$ 596.245,00;CERRADO;8/1/2024;Enero;2024;La Plata;209;LA PLATA;1900;Buenos Aires;BRAVA;STREET;NEVADA  110;2020;$ 418.500,00
3983;$ 596.625,00;CERRADO;26/7/2023;Julio;2023;La Plata;48;LA PLATA;1900;Buenos Aires;ZANELLA;ENDURO;ZT 150;2022;$ 519.800,00
1570;$ 596.809,00;CERRADO;27/12/2022;Diciembre;2022;Cordoba;740;CORDOBA;5000;Cordoba;BAJAJ;STREET;ROUSER  200 NS;2018;$ 584.000,00
1153;$ 596.848,40;CERRADO;17/11/2022;Noviembre;2022;USE;11;C.A.B.A.;1000;C.A. de Buenos Aires;HONDA;SCOOTER;ELITE 125;2014;$ 583.000,00
6164;$ 597.407,60;CERRADO;5/12/2023;Diciembre;2023;Parana;1756;SANTA FE;3000;Santa Fe;GILERA;CUB;110 SMASH FULL;2018;$ 523.500,00
1401;$ 597.500,00;CERRADO;14/12/2022;Diciembre;2022;La Plata;93;LA PLATA;1900;Buenos Aires;HONDA;BUSINESS;CG    150 TITAN;2015;$ 591.500,00
4571;$ 597.760,80;CERRADO;4/9/2023;Septiembre;2023;USE;11;SAN MARTIN (PDO. GRAL. SAN MAR;1650;Buenos Aires;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2023;$ 479.500,00
5322;$ 597.862,00;CERRADO;23/10/2023;Octubre;2023;Buenos Aires;1607;BANFIELD;1828;Buenos Aires;SUZUKI;STREET;AX 100;2014;$ 476.000,00
5618;$ 597.879,00;CERRADO;8/11/2023;Noviembre;2023;USE;11;PARAGUAY 301-1400;1057;C.A. de Buenos Aires;KELLER;STREET;KN110-8;2021;$ 458.000,00
5783;$ 598.340,00;CERRADO;17/11/2023;Noviembre;2023;USE;11;LA PLATA;1900;Buenos Aires;CORVEN;CUB;ENERGY  110 RT;2021;$ 451.000,00
1659;$ 598.634,00;CERRADO;5/1/2023;Enero;2023;Buenos Aires;771;INGENIERO MASCHWITZ;1623;Buenos Aires;YAMAHA;TURISMO;150 FZ FI S;2017;$ 513.500,00
5421;$ 598.835,00;CERRADO;28/10/2023;Octubre;2023;Mendoza;1622;SAN JOSE (DPTO. GUAYMALLEN);5519;Mendoza;MOTOMEL;BUSINESS;110 BLITZ BASE V8;2017;$ 523.600,00
7770;$ 599.328,50;CERRADO;16/2/2024;Febrero;2024;USE;11;CASEROS (PDO. 3 DE FEBRERO);1678;Buenos Aires;GILERA;CUB;110 SMASH VS;2016;$ 437.000,00
2397;$ 599.634,00;CERRADO;11/3/2023;Marzo;2023;Buenos Aires;45;SAN MARTIN (PDO. GRAL. SAN MAR;1650;Buenos Aires;GUERRERO;STREET;GC 230 QUEEN;2017;$ 507.500,00
6667;$ 599.635,00;CERRADO;29/12/2023;Diciembre;2023;Buenos Aires;1442;ITUZAINGO;3302;Buenos Aires;CORVEN;CUB;ENERGY  110 RT;2022;$ 476.000,00
7037;$ 599.799,00;CERRADO;15/1/2024;Enero;2024;USE;11;JOSE LEON SUAREZ;1655;Buenos Aires;MONDIAL;CUB;110 LD S FULL;2021;$ 447.500,00
6696;$ 600.000,00;CERRADO;30/12/2023;Diciembre;2023;Buenos Aires;1358;MORENO;1740;Buenos Aires;GILERA;CALLE;150 VC VS;2019;$ 536.000,00
